id,issue_type,status,priority,assignee,timestamps
JIRA-0749,Bug,Done,Low,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-10-10T04:18:04Z', 'resolved_at': '2025-10-15T23:18:04Z'}]"
JIRA-0750,Story,Done,Low,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-09-23T03:21:28Z', 'resolved_at': '2025-09-27T21:21:28Z'}]"
JIRA-0751,Task,Done,Low,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-03-24T13:59:24Z', 'resolved_at': '2025-03-26T00:59:24Z'}]"
JIRA-0752,Story,Resolved,High,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-11-14T20:14:29Z', 'resolved_at': '2025-11-15T03:14:29Z'}]"
JIRA-0753,Task,Open,High,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-11-02T04:07:17Z', 'resolved_at': None}]"
JIRA-0754,Bug,Resolved,High,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-03-25T16:53:56Z', 'resolved_at': '2025-03-26T20:53:56Z'}]"
JIRA-0755,Story,Resolved,Low,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-04-06T16:58:19Z', 'resolved_at': '2025-04-12T11:58:19Z'}]"
JIRA-0756,Story,Resolved,Low,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-04-15T13:47:49Z', 'resolved_at': '2025-04-21T20:47:49Z'}]"
JIRA-0757,Task,Open,Low,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-12-03T04:10:12Z', 'resolved_at': None}]"
JIRA-0758,Bug,Resolved,Low,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-05-18T15:17:34Z', 'resolved_at': '2025-05-21T11:17:34Z'}]"
JIRA-0759,Task,Resolved,Medium,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-09-07T23:36:09Z', 'resolved_at': '2025-09-11T03:36:09Z'}]"
JIRA-0760,Task,Resolved,Low,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-07-12T19:30:23Z', 'resolved_at': '2025-07-16T17:30:23Z'}]"
JIRA-0761,Story,Done,Medium,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-04-14T14:13:52Z', 'resolved_at': '2025-04-15T19:13:52Z'}]"
JIRA-0762,Story,Resolved,Low,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-08-21T04:08:40Z', 'resolved_at': '2025-08-25T12:08:40Z'}]"
JIRA-0763,Story,Done,High,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-08-14T16:47:39Z', 'resolved_at': '2025-08-15T17:47:39Z'}]"
JIRA-0764,Story,Resolved,High,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-05-19T02:40:08Z', 'resolved_at': '2025-05-19T22:40:08Z'}]"
JIRA-0765,Task,Done,Low,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-03-31T15:18:35Z', 'resolved_at': '2025-04-05T09:18:35Z'}]"
JIRA-0766,Task,Done,Low,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-11-21T06:21:09Z', 'resolved_at': '2025-11-27T22:21:09Z'}]"
JIRA-0767,Bug,Done,High,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-01-20T15:06:24Z', 'resolved_at': '2025-01-21T07:06:24Z'}]"
JIRA-0768,Task,Open,Low,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-07-27T08:50:08Z', 'resolved_at': None}]"
JIRA-0769,Story,Done,Low,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-02-18T04:22:32Z', 'resolved_at': '2025-02-22T07:22:32Z'}]"
JIRA-0770,Story,Done,High,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-12-18T12:58:23Z', 'resolved_at': '2025-12-18T19:58:23Z'}]"
JIRA-0771,Story,Done,Low,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-06-24T05:23:33Z', 'resolved_at': '2025-06-29T08:23:33Z'}]"
JIRA-0772,Task,Done,Low,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-02-06T11:46:06Z', 'resolved_at': '2025-02-11T12:46:06Z'}]"
JIRA-0773,Bug,Done,Low,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-02-11T18:56:44Z', 'resolved_at': '2025-02-12T21:56:44Z'}]"
JIRA-0774,Story,Resolved,Low,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-12-11T03:18:31Z', 'resolved_at': '2025-12-14T12:18:31Z'}]"
JIRA-0775,Task,Resolved,Low,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-06-02T14:26:56Z', 'resolved_at': '2025-06-05T15:26:56Z'}]"
JIRA-0776,Story,Resolved,High,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-02-27T20:12:09Z', 'resolved_at': '2025-02-28T05:12:09Z'}]"
JIRA-0777,Task,Open,Low,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-02-01T13:28:37Z', 'resolved_at': None}]"
JIRA-0778,Task,Done,Low,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-05-05T23:55:52Z', 'resolved_at': '2025-05-09T16:55:52Z'}]"
JIRA-0779,Task,Resolved,Medium,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-05-01T05:47:14Z', 'resolved_at': '2025-05-01T22:47:14Z'}]"
JIRA-0780,Story,Open,Low,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-08-22T21:55:57Z', 'resolved_at': None}]"
JIRA-0781,Bug,Done,Low,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-09-04T21:19:16Z', 'resolved_at': '2025-09-11T11:19:16Z'}]"
JIRA-0782,Task,Open,Low,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2026-01-28T08:29:55Z', 'resolved_at': None}]"
JIRA-0783,Bug,Done,Low,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-03-13T09:59:21Z', 'resolved_at': '2025-03-18T02:59:21Z'}]"
JIRA-0784,Story,Done,Low,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-10-08T05:45:32Z', 'resolved_at': '2025-10-12T08:45:32Z'}]"
JIRA-0785,Task,Done,Low,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-01-07T20:06:46Z', 'resolved_at': '2025-01-10T01:06:46Z'}]"
JIRA-0786,Task,Resolved,High,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-07-09T09:16:03Z', 'resolved_at': '2025-07-09T14:16:03Z'}]"
JIRA-0787,Task,Done,High,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-08-08T16:18:52Z', 'resolved_at': '2025-08-08T20:18:52Z'}]"
JIRA-0788,Task,Resolved,Low,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-12-13T01:46:57Z', 'resolved_at': '2025-12-19T05:46:57Z'}]"
JIRA-0789,Bug,Open,Low,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-03-05T23:01:49Z', 'resolved_at': None}]"
JIRA-0790,Story,Done,Low,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-02-20T20:28:59Z', 'resolved_at': '2025-02-24T01:28:59Z'}]"
JIRA-0791,Story,Resolved,Medium,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-06-09T16:16:51Z', 'resolved_at': '2025-06-13T00:16:51Z'}]"
JIRA-0792,Story,Resolved,High,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-04-30T10:11:35Z', 'resolved_at': '2025-04-30T14:11:35Z'}]"
JIRA-0793,Bug,Open,Medium,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-02-26T21:26:32Z', 'resolved_at': None}]"
JIRA-0794,Task,Done,Medium,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-06-26T19:37:19Z', 'resolved_at': '2025-06-28T16:37:19Z'}]"
JIRA-0795,Task,Resolved,Medium,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-12-03T08:10:18Z', 'resolved_at': '2025-12-05T12:10:18Z'}]"
JIRA-0796,Bug,Open,Low,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-01-05T13:57:50Z', 'resolved_at': None}]"
JIRA-0797,Bug,Done,Low,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-02-26T09:09:55Z', 'resolved_at': '2025-03-03T04:09:55Z'}]"
JIRA-0798,Task,Resolved,Medium,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-08-23T01:35:03Z', 'resolved_at': '2025-08-26T18:35:03Z'}]"
JIRA-0799,Story,Done,Medium,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-01-24T22:30:38Z', 'resolved_at': '2025-01-27T22:30:38Z'}]"
JIRA-0800,Task,Open,High,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-10-31T16:37:46Z', 'resolved_at': None}]"
JIRA-0801,Story,Open,Low,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-10-17T19:39:24Z', 'resolved_at': None}]"
JIRA-0802,Story,Open,Low,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-02-02T10:42:28Z', 'resolved_at': None}]"
JIRA-0803,Story,Done,Low,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-03-08T02:52:46Z', 'resolved_at': '2025-03-12T08:52:46Z'}]"
JIRA-0804,Story,Resolved,Low,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-09-25T01:51:33Z', 'resolved_at': '2025-09-28T07:51:33Z'}]"
JIRA-0805,Story,Open,Low,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-05-23T21:52:22Z', 'resolved_at': None}]"
JIRA-0806,Bug,Open,Medium,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-05-21T20:45:28Z', 'resolved_at': None}]"
JIRA-0807,Task,Done,Low,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-02-26T19:30:49Z', 'resolved_at': '2025-03-02T21:30:49Z'}]"
JIRA-0808,Task,Open,High,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2026-01-14T09:53:14Z', 'resolved_at': None}]"
JIRA-0809,Story,Resolved,High,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-07-02T04:00:33Z', 'resolved_at': '2025-07-02T11:00:33Z'}]"
JIRA-0810,Task,Resolved,High,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-09-04T19:57:33Z', 'resolved_at': '2025-09-05T14:57:33Z'}]"
JIRA-0811,Task,Resolved,Low,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-04-29T08:50:52Z', 'resolved_at': '2025-05-04T05:50:52Z'}]"
JIRA-0812,Story,Open,High,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-07-11T05:02:13Z', 'resolved_at': None}]"
JIRA-0813,Story,Resolved,Low,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-08-03T21:41:09Z', 'resolved_at': '2025-08-08T17:41:09Z'}]"
JIRA-0814,Task,Done,Low,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2026-01-08T18:59:25Z', 'resolved_at': '2026-01-14T16:59:25Z'}]"
JIRA-0815,Bug,Done,Medium,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-03-26T12:47:14Z', 'resolved_at': '2025-03-27T22:47:14Z'}]"
JIRA-0816,Task,Resolved,Medium,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-04-19T17:49:12Z', 'resolved_at': '2025-04-23T01:49:12Z'}]"
JIRA-0817,Story,Resolved,Low,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-03-01T09:21:43Z', 'resolved_at': '2025-03-03T04:21:43Z'}]"
JIRA-0818,Bug,Open,Low,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-11-11T16:15:13Z', 'resolved_at': None}]"
JIRA-0819,Task,Done,High,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2026-01-02T16:39:19Z', 'resolved_at': '2026-01-03T16:39:19Z'}]"
JIRA-0820,Story,Done,Medium,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-08-15T00:37:03Z', 'resolved_at': '2025-08-16T05:37:03Z'}]"
JIRA-0821,Bug,Open,Low,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-10-10T14:56:44Z', 'resolved_at': None}]"
JIRA-0822,Task,Done,Low,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-05-09T19:32:52Z', 'resolved_at': '2025-05-16T06:32:52Z'}]"
JIRA-0823,Task,Open,High,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-04-24T13:20:52Z', 'resolved_at': None}]"
JIRA-0824,Task,Done,High,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2026-01-14T18:18:30Z', 'resolved_at': '2026-01-15T05:18:30Z'}]"
JIRA-0825,Task,Done,Medium,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-06-10T14:32:53Z', 'resolved_at': '2025-06-13T20:32:53Z'}]"
JIRA-0826,Bug,Resolved,Medium,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-02-06T01:39:25Z', 'resolved_at': '2025-02-06T18:39:25Z'}]"
JIRA-0827,Story,Resolved,Low,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-08-01T10:19:19Z', 'resolved_at': '2025-08-05T05:19:19Z'}]"
JIRA-0828,Story,Open,Low,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-10-22T00:05:47Z', 'resolved_at': None}]"
JIRA-0829,Task,Resolved,Low,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-03-02T10:59:44Z', 'resolved_at': '2025-03-08T22:59:44Z'}]"
JIRA-0830,Task,Done,High,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-10-02T02:29:44Z', 'resolved_at': '2025-10-03T08:29:44Z'}]"
JIRA-0831,Task,Resolved,Medium,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-01-06T02:59:23Z', 'resolved_at': '2025-01-09T06:59:23Z'}]"
JIRA-0832,Bug,Done,High,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-08-07T02:40:07Z', 'resolved_at': '2025-08-07T12:40:07Z'}]"
JIRA-0833,Task,Done,High,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-04-02T21:50:06Z', 'resolved_at': '2025-04-03T22:50:06Z'}]"
JIRA-0834,Bug,Resolved,Medium,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2026-01-10T00:07:15Z', 'resolved_at': '2026-01-13T01:07:15Z'}]"
JIRA-0835,Bug,Open,Low,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-11-16T03:42:59Z', 'resolved_at': None}]"
JIRA-0836,Story,Open,High,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-05-06T03:39:53Z', 'resolved_at': None}]"
JIRA-0837,Bug,Open,Low,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-04-25T01:45:50Z', 'resolved_at': None}]"
JIRA-0838,Story,Resolved,Medium,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-11-11T22:15:12Z', 'resolved_at': '2025-11-15T14:15:12Z'}]"
JIRA-0839,Task,Resolved,High,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-08-09T03:58:37Z', 'resolved_at': '2025-08-09T09:58:37Z'}]"
JIRA-0840,Task,Resolved,Low,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2026-01-10T02:56:59Z', 'resolved_at': '2026-01-12T21:56:59Z'}]"
JIRA-0841,Story,Open,Low,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-05-22T06:33:58Z', 'resolved_at': None}]"
JIRA-0842,Story,Done,Low,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-09-24T03:51:19Z', 'resolved_at': '2025-09-29T23:51:19Z'}]"
JIRA-0843,Bug,Done,High,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-10-27T09:31:49Z', 'resolved_at': '2025-10-27T17:31:49Z'}]"
JIRA-0844,Bug,Done,High,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2026-01-27T17:56:34Z', 'resolved_at': '2026-01-28T18:56:34Z'}]"
JIRA-0845,Story,Open,Low,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2026-01-05T14:50:40Z', 'resolved_at': None}]"
JIRA-0846,Bug,Resolved,High,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2026-01-26T22:44:11Z', 'resolved_at': '2026-01-28T02:44:11Z'}]"
JIRA-0847,Story,Resolved,Medium,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-01-01T22:22:24Z', 'resolved_at': '2025-01-05T21:22:24Z'}]"
JIRA-0848,Bug,Done,Medium,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-02-03T17:44:53Z', 'resolved_at': '2025-02-07T00:44:53Z'}]"
JIRA-0849,Story,Resolved,Medium,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-10-24T02:45:48Z', 'resolved_at': '2025-10-26T10:45:48Z'}]"
JIRA-0850,Task,Done,Low,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-11-27T11:41:50Z', 'resolved_at': '2025-11-29T21:41:50Z'}]"
JIRA-0851,Story,Resolved,High,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-03-07T02:28:22Z', 'resolved_at': '2025-03-07T15:28:22Z'}]"
JIRA-0852,Story,Done,Medium,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-01-05T05:57:28Z', 'resolved_at': '2025-01-05T17:57:28Z'}]"
JIRA-0853,Story,Done,High,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-10-19T07:03:49Z', 'resolved_at': '2025-10-20T07:03:49Z'}]"
JIRA-0854,Story,Done,Medium,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-03-24T18:51:18Z', 'resolved_at': '2025-03-26T01:51:18Z'}]"
JIRA-0855,Task,Done,Low,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-11-25T23:45:34Z', 'resolved_at': '2025-11-30T20:45:34Z'}]"
JIRA-0856,Story,Done,Low,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-06-08T05:07:30Z', 'resolved_at': '2025-06-13T14:07:30Z'}]"
JIRA-0857,Task,Open,Medium,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2026-01-11T17:56:34Z', 'resolved_at': None}]"
JIRA-0858,Story,Done,Low,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-11-06T05:40:35Z', 'resolved_at': '2025-11-08T16:40:35Z'}]"
JIRA-0859,Story,Done,High,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-05-06T16:04:46Z', 'resolved_at': '2025-05-06T23:04:46Z'}]"
JIRA-0860,Story,Resolved,Medium,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-02-10T10:20:04Z', 'resolved_at': '2025-02-11T18:20:04Z'}]"
JIRA-0861,Task,Resolved,High,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-04-23T21:07:06Z', 'resolved_at': '2025-04-24T16:07:06Z'}]"
JIRA-0862,Bug,Open,High,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-06-22T06:05:49Z', 'resolved_at': None}]"
JIRA-0863,Story,Open,Low,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-10-26T12:21:21Z', 'resolved_at': None}]"
JIRA-0864,Task,Done,Low,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-02-14T15:11:18Z', 'resolved_at': '2025-02-17T11:11:18Z'}]"
JIRA-0865,Story,Done,High,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-08-11T03:32:52Z', 'resolved_at': '2025-08-11T13:32:52Z'}]"
JIRA-0866,Task,Done,Low,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-06-29T22:39:35Z', 'resolved_at': '2025-07-02T17:39:35Z'}]"
JIRA-0867,Task,Resolved,High,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-05-03T06:58:59Z', 'resolved_at': '2025-05-03T12:58:59Z'}]"
JIRA-0868,Story,Resolved,Medium,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-11-11T22:09:13Z', 'resolved_at': '2025-11-15T13:09:13Z'}]"
JIRA-0869,Task,Resolved,High,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-02-23T07:07:00Z', 'resolved_at': '2025-02-23T13:07:00Z'}]"
JIRA-0870,Bug,Resolved,Low,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-09-28T08:57:56Z', 'resolved_at': '2025-10-03T00:57:56Z'}]"
JIRA-0871,Bug,Resolved,Low,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-12-20T05:19:20Z', 'resolved_at': '2025-12-25T12:19:20Z'}]"
JIRA-0872,Story,Open,Medium,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2026-01-29T04:57:43Z', 'resolved_at': None}]"
